tribe,language_classification,langauge_primary_name,language__alternate_names,language_dialect_varieties,language_comments,"locations_places_comments
",resource_title,resource_url,resource_url2,resource_url3,resource_institution,resource_publisher,citation,orthography_comment,vitality_public_comment,,,,
Comanche,Uto-Aztecan; Northern Uto-Aztecan; Numic,Comanche,,,"""Ten years ago, the Lawton-based Comanche Nation had an estimated 100 speakers. It’s not known how many speakers are left in the 15,000-strong tribe today, but Cable-Kreger said she can count fluent speakers she knows on one hand."" http://newsok.com/saving-the-comanche-language/article/4875448. (2014).

""Today, about a dozen generations after its prime, the language endures only through a handful of native speakers - as few as 25 out of the Comanche Nation's approximately 15,000 registered members - but they are dying off and taking the legacy with them.
'It's definitely going extinct in the sense that what we're losing is intergenerational transmission of the language,"" Williams said. ""In other words, kids aren't learning it.'"" http://lubbockonline.com/stories/121809/loc_536884399.shtml (2009).",,,http://www.oralliterature.org,,,,,"""World Oral Literature Project.""  Online: http://www.oralliterature.org.",,,,,,
Comanche,Uto-Aztecan; Northern Uto-Aztecan; Numic,Comanche,,,"""Ten years ago, the Lawton-based Comanche Nation had an estimated 100 speakers. It’s not known how many speakers are left in the 15,000-strong tribe today, but Cable-Kreger said she can count fluent speakers she knows on one hand."" http://newsok.com/saving-the-comanche-language/article/4875448. (2014).

""Today, about a dozen generations after its prime, the language endures only through a handful of native speakers - as few as 25 out of the Comanche Nation's approximately 15,000 registered members - but they are dying off and taking the legacy with them.
'It's definitely going extinct in the sense that what we're losing is intergenerational transmission of the language,"" Williams said. ""In other words, kids aren't learning it.'"" http://lubbockonline.com/stories/121809/loc_536884399.shtml (2009).-- -- Courses in Comanche have been taught through the University of Oklahoma.","Oklahoma
Southwestern Oklahoma, north of Lawton",,,,,,Routledge,"Moseley, Christopher. 2007. Encyclopedia of the World's Endangered Languages, 1 edn. Abingdon: Routledge. ISBN 070071197X",,,,,,
Comanche,Uto-Aztecan; Northern Uto-Aztecan; Numic,Comanche,,,"""Ten years ago, the Lawton-based Comanche Nation had an estimated 100 speakers. It’s not known how many speakers are left in the 15,000-strong tribe today, but Cable-Kreger said she can count fluent speakers she knows on one hand."" http://newsok.com/saving-the-comanche-language/article/4875448. (2014).

""Today, about a dozen generations after its prime, the language endures only through a handful of native speakers - as few as 25 out of the Comanche Nation's approximately 15,000 registered members - but they are dying off and taking the legacy with them.
'It's definitely going extinct in the sense that what we're losing is intergenerational transmission of the language,"" Williams said. ""In other words, kids aren't learning it.'"" http://lubbockonline.com/stories/121809/loc_536884399.shtml (2009).","Oklahoma
Western Oklahoma.",Atlas of the World’s Languages in Danger of Disappearing,,,,,UNESCO,"Christopher Rogers, Naomi Palosaari and Lyle Campbell. 2010. ""Endangered Languages of the United States."" In Atlas of the World’s Languages in Danger of Disappearing,  edited by Christopher Moseley. 108-130. UNESCO.",,,,,,
Comanche,Uto-Aztecan; Northern Uto-Aztecan; Numic,Comanche,,,"""Ten years ago, the Lawton-based Comanche Nation had an estimated 100 speakers. It’s not known how many speakers are left in the 15,000-strong tribe today, but Cable-Kreger said she can count fluent speakers she knows on one hand."" http://newsok.com/saving-the-comanche-language/article/4875448. (2014).

""Today, about a dozen generations after its prime, the language endures only through a handful of native speakers - as few as 25 out of the Comanche Nation's approximately 15,000 registered members - but they are dying off and taking the legacy with them.
'It's definitely going extinct in the sense that what we're losing is intergenerational transmission of the language,"" Williams said. ""In other words, kids aren't learning it.'"" http://lubbockonline.com/stories/121809/loc_536884399.shtml (2009).","Oklahoma
Southwestern Oklahoma, north of Lawton.",Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,"Before the 18th century the ancestors of the Comanches were Shoshoni speakers in what is now Wyoming, but the Comanche dialect became quite distinct after the groups separated, and they are now mutually intelligible only with difficulty. All speakers all older than 50.",,,,
Comanche,Uto-Aztecan; Northern Uto-Aztecan; Numic,Comanche,,,"""Ten years ago, the Lawton-based Comanche Nation had an estimated 100 speakers. It’s not known how many speakers are left in the 15,000-strong tribe today, but Cable-Kreger said she can count fluent speakers she knows on one hand."" http://newsok.com/saving-the-comanche-language/article/4875448. (2014).

""Today, about a dozen generations after its prime, the language endures only through a handful of native speakers - as few as 25 out of the Comanche Nation's approximately 15,000 registered members - but they are dying off and taking the legacy with them.
'It's definitely going extinct in the sense that what we're losing is intergenerational transmission of the language,"" Williams said. ""In other words, kids aren't learning it.'"" http://lubbockonline.com/stories/121809/loc_536884399.shtml (2009).",Oklahoma,,,,,,Oxford University Press,"2005. ""The World Atlas of Language Structures.""  edited by Bernard Comrie et al. Oxford University Press.",,,,,,
Comanche,Uto-Aztecan; Northern Uto-Aztecan; Numic,Comanche,,,"""Ten years ago, the Lawton-based Comanche Nation had an estimated 100 speakers. It’s not known how many speakers are left in the 15,000-strong tribe today, but Cable-Kreger said she can count fluent speakers she knows on one hand."" http://newsok.com/saving-the-comanche-language/article/4875448. (2014).

""Today, about a dozen generations after its prime, the language endures only through a handful of native speakers - as few as 25 out of the Comanche Nation's approximately 15,000 registered members - but they are dying off and taking the legacy with them.
'It's definitely going extinct in the sense that what we're losing is intergenerational transmission of the language,"" Williams said. ""In other words, kids aren't learning it.'"" http://lubbockonline.com/stories/121809/loc_536884399.shtml (2009).","Oklahoma
Western Oklahoma.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com,,,,SIL International,"Lewis, M. Paul, Gary F. Simons, and Charles D. Fennig (eds.). 2016. Ethnologue: Languages of the World, Nineteenth edition (2016). Dallas, Texas: SIL International. Online version: http://www.ethnologue.com.",,"100 (Golla 2007), decreasing. Ethnic population: 8500 (Golla 2007).-- -- Speakers 50 and older.",,,,
Crow,Siouan; Missouri River Siouan,Crow,Apsaalooke; Apsaroka; Apsaloka; Upsaroka; Absaruqe;,,,"Montana
Southern Montana.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com/,,,,SIL International,"Lewis, M. Paul (ed.). 2009. Ethnologue: Languages of the World, 16 edn. http://www.ethnologue.com/home.asp.  (15 February, 2011.)",,"Data for the number of native speakers comes from the 1990 census.  ""Ethnic population: 9,840 enrolled in the nation (1999 BIA). 4,350 (2000 census).""

3,000 (Golla 2007), decreasing. Ethnic population: 8,500 (Golla 2007) (2013).-- -- The number of speakers is decreasing.",,,,
Crow,Siouan; Missouri River Siouan,Crow,Apsaalooke; Apsaroka; Apsaloka; Upsaroka; Absaruqe;,,,,,http://www.unesco.org/culture/en/endangeredlanguages/atlas,,,,UNESCO Publishing,"Moseley, Christopher (ed.). 2010. Atlas of the World’s Languages in Danger, 3rd edn. http://www.unesco.org/culture/en/endangeredlanguages/atlas.  (03 June, 2011.)",,,,,,
Crow,Siouan; Missouri River Siouan,Crow,Apsaalooke; Apsaroka; Apsaloka; Upsaroka; Absaruqe;,,,,,http://www.oralliterature.org,,,,,"""World Oral Literature Project.""  Online: http://www.oralliterature.org.",,,,,,
Crow,Siouan; Missouri River Siouan,Crow,Apsaalooke; Apsaroka; Apsaloka; Upsaroka; Absaruqe;,,"There have been bilingual programs in the reservation schools since the 1960s, and these programs have produced a number of language booklets and a small dictionary. The
New Testament in Crow is in the final stages of translation. In recent years increasing efforts have been directed toward language preservation through summer immersion programs and early
childhood programs.","Montana
Spoken on the Crow Reservation in southeastern Montana and in adjacent Off-reservation communities.",,,,,,Routledge,"Moseley, Christopher. 2007. Encyclopedia of the World's Endangered Languages, 1 edn. Abingdon: Routledge. ISBN 070071197X",,"Most speakers are over 30, but there are a few children, teenagers and young adults who are also fluent speakers.",,,,
Crow,Siouan; Missouri River Siouan,Crow,Apsaalooke; Apsaroka; Apsaloka; Upsaroka; Absaruqe;,,,Montana,Atlas of the World’s Languages in Danger of Disappearing,,,,,UNESCO,"Christopher Rogers, Naomi Palosaari and Lyle Campbell. 2010. ""Endangered Languages of the United States."" In Atlas of the World’s Languages in Danger of Disappearing,  edited by Christopher Moseley. 108-130. UNESCO.",,,,,,
Crow,Siouan; Missouri River Siouan,Crow,Apsaalooke; Apsaroka; Apsaloka; Upsaroka; Absaruqe;,,,"Montana
Spoken on the Crow Reservation in southeastern Montana and in adjacent off-reservation communities. Principal towns on the reservation are Crow Agency, Lodge Grass, Pryor, Wyola and St. Xavier.",Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,"3,000-4,000 first language speakers, mostly over the age of thirty. There are a few children, teenagers and young adults who are Crow speakers, and a larger number who are semi-speakers and/or understand the language.",,,,
Crow,Siouan; Missouri River Siouan,Crow,Apsaalooke; Apsaroka; Apsaloka; Upsaroka; Absaruqe;,,,Montana,,,,,,Oxford University Press,"2005. ""The World Atlas of Language Structures.""  edited by Bernard Comrie et al. Oxford University Press.",,,,,,
Crow,Siouan; Missouri River Siouan,Crow,Apsaalooke; Apsaroka; Apsaloka; Upsaroka; Absaruqe;,,Increasing efforts toward language preservation.,"Montana
Southern Montana.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com,,,,SIL International,"Lewis, M. Paul, Gary F. Simons, and Charles D. Fennig (eds.). 2016. Ethnologue: Languages of the World, Nineteenth edition (2016). Dallas, Texas: SIL International. Online version: http://www.ethnologue.com.",,"3,000 (Golla 2007), decreasing. Ethnic population: 8,500 (Golla 2007).-- -- Most younger people are semispeakers. Most speakers are 30 and older. A few younger.",,,,
Delaware Nation,Algonquian,Lenape ,,,,,,https://www.talk-lenape.org/,https://delawaretribe.org/blog/2013/06/26/language/,,,,,,"Lenape (Unami dialect) is critically endangered, with very few fluent speakers remaining.",,,,
Delaware Tribe Of Oklahoma,Algonquian,Lenape (Unami),,,,,,https://delawaretribe.org/blog/2013/06/26/language/,,,,,,,"Both languages are critically endangered, with preservation initiatives in place.",,,,
Iowa Tribe Of Oklahoma,Siouan,Chiwere (Baxoje),,,,,,https://iowanation.org/wp-content/uploads/2014/11/Otoe-Iowa-Indian-Language.pdf,https://iowayotoelang.nativeweb.org/index.htm,,University of Kansas and University of Nebraska have research projects and linguistic materials on Chiwere grammar and vocabulary.,,,,"Chiwere (Baxoje) is critically endangered, with very few fluent speakers remaining.",,,,
Kaw Nation,Siouan,Kansa (Kaw),,,,,,https://www.kawnation.gov/language/,https://www.kawlanguage.com/archives,,,,,,"The Kansa language is considered extinct, with the last fluent speaker passing in 1982. However, revitalization efforts are ongoing",,,,
Kialegee Tribal Town,Muskogean,Muskogee (Creek),,,,,,http://www.hello-oklahoma.com/muscogee.htm,,,,,,,The Muskogee language is endangered but still spoken by some community members.,,,,
Kickapoo Tribe Of Oklahoma,Algic; Algonquian; Fox,Kickapoo,,,,,,https://www.native-languages.org/kickapoo_words.htm,https://glosbe.com/en/kic,https://www.omniglot.com/writing/kickapoo.htm,,,,,,,,,
Kickapoo,Algic; Algonquian; Fox,Kickapoo,Kikapoo; Kikapú;,,,"Mexico; Texas
Northeast Kansas, Horton; central Oklahoma, McCloud and Jones; Texas, Nuevo Nacimiento.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com/,,,,SIL International,"Lewis, M. Paul (ed.). 2009. Ethnologue: Languages of the World, 16 edn. http://www.ethnologue.com/home.asp.  (15 February, 2011.)",,"820 in United States (2000 census), decreasing. 6 monolinguals. Population total all countries: 1120.",,,,
Kickapoo,Algic; Algonquian; Fox,Kickapoo,Kikapoo; Kikapú;,,,Mexico; Texas,,http://www.unesco.org/culture/en/endangeredlanguages/atlas,,,,UNESCO Publishing,"Moseley, Christopher (ed.). 2010. Atlas of the World’s Languages in Danger, 3rd edn. http://www.unesco.org/culture/en/endangeredlanguages/atlas.  (03 June, 2011.)",,,,,,
Kickapoo,Algic; Algonquian; Fox,Kickapoo,Kikapoo; Kikapú;,,,,,http://www.oralliterature.org,,,,,"""World Oral Literature Project.""  Online: http://www.oralliterature.org.",,,,,,
Kickapoo,Algic; Algonquian; Fox,Kickapoo,Kikapoo; Kikapú;,,,"Mexico
Now on reservations in Kansas and the Mexican state of Coahuila, and in communities near McLoud,
Oklahoma, and Eagle Pass, Texas.",Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,"Partly mutually intelligible with Sauk-Fox but has been spoken since the earliest contact in the seventeenth century by a separate political group.
There are estimated to be around 1,100 first-language speakers of Kickapoo, about 700 of them in Mexico, 400 in Oklahoma, and only a few in Kansas.",,,,
Kickapoo,Algic; Algonquian; Fox,Kickapoo,Kikapoo; Kikapú;,,,Mexico; Texas,Atlas of the World’s Languages in Danger of Disappearing,,,,,UNESCO,"Christopher Rogers, Naomi Palosaari and Lyle Campbell. 2010. ""Endangered Languages of the United States."" In Atlas of the World’s Languages in Danger of Disappearing,  edited by Christopher Moseley. 108-130. UNESCO.",,,,,,
Kickapoo,Algic; Algonquian; Fox,Kickapoo,Kikapoo; Kikapú;,,,Mexico; Texas,,,,,,Oxford University Press,"2005. ""The World Atlas of Language Structures.""  edited by Bernard Comrie et al. Oxford University Press.",,,,,,
Kickapoo,Algic; Algonquian; Fox,Kickapoo,Kikapoo; Kikapú;,,,"Mexico
US:  Kansas: Horton northeast; Oklahoma: Jones and McCloud; Texas: Nuevo Nacimiento.
Mexico:  Coahuila state: Nacimiento de Kikapú, 40 km northeast of Muzquiz.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com,,,,SIL International,"Lewis, M. Paul, Gary F. Simons, and Charles D. Fennig (eds.). 2016. Ethnologue: Languages of the World, Nineteenth edition (2016). Dallas, Texas: SIL International. Online version: http://www.ethnologue.com.",,"US: 400 (Golla 2007), decreasing. Ethnic population: 820 (2000 census).
Mexico: 110  (2000 INALI).",,,,
Kiowa Tribe Of Oklahoma,Athabaskan-Eyak-Tlingit; Athabaskan; Apachean,Kiowa Apache,,,,,,https://www.kiowatribe.org/department/kiowa-language-department,https://www.native-languages.org/kiowa_words.htm,https://learnkiowa.org/wp-content/uploads/2023/01/20KiowaTextSummer_DPoolaw.pdf,,,,,"The Kiowa language is critically endangered, with revitalization efforts ongoing.",,,,
Kiowa-Apache,Athabaskan-Eyak-Tlingit; Athabaskan; Apachean,Kiowa Apache,"Oklahoma Apache; Plains Apache; Kiowa-Apache; Na'isha; Llanero; Na-isha; Apache, Kiowa;",,,"Oklahoma
Western Oklahoma, Caddo County.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com/,,,,SIL International,"Lewis, M. Paul (ed.). 2009. Ethnologue: Languages of the World, 16 edn. http://www.ethnologue.com/home.asp.  (15 February, 2011.)",,"18 (1990 census), decreasing. Ethnic population: 1000 (1977 SIL).-- -- decreasing.

A few semi-speakers (Golla 2007). Elderly only (2013).",,,,
Kiowa-Apache,Athabaskan-Eyak-Tlingit; Athabaskan; Apachean,Kiowa Apache,"Oklahoma Apache; Plains Apache; Kiowa-Apache; Na'isha; Llanero; Na-isha; Apache, Kiowa;",,,Oklahoma,,http://www.unesco.org/culture/en/endangeredlanguages/atlas,,,,UNESCO Publishing,"Moseley, Christopher (ed.). 2010. Atlas of the World’s Languages in Danger, 3rd edn. http://www.unesco.org/culture/en/endangeredlanguages/atlas.  (03 June, 2011.)",,,,,,
Kiowa-Apache,Athabaskan-Eyak-Tlingit; Athabaskan; Apachean,Kiowa Apache,"Oklahoma Apache; Plains Apache; Kiowa-Apache; Na'isha; Llanero; Na-isha; Apache, Kiowa;",,,,,http://www.oralliterature.org,,,,,"""World Oral Literature Project.""  Online: http://www.oralliterature.org.",,,,,,
Kiowa-Apache,Athabaskan-Eyak-Tlingit; Athabaskan; Apachean,Kiowa Apache,"Oklahoma Apache; Plains Apache; Kiowa-Apache; Na'isha; Llanero; Na-isha; Apache, Kiowa;",,,Oklahoma,Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,"Only 3 very elderly first-language speakers remain, together with a few semi-speakers, but there are no second language speakers.",,,,
Kiowa-Apache,Athabaskan-Eyak-Tlingit; Athabaskan; Apachean,Kiowa Apache,"Oklahoma Apache; Plains Apache; Kiowa-Apache; Na'isha; Llanero; Na-isha; Apache, Kiowa;",,,Oklahoma,Atlas of the World’s Languages in Danger of Disappearing,,,,,UNESCO,"Christopher Rogers, Naomi Palosaari and Lyle Campbell. 2010. ""Endangered Languages of the United States."" In Atlas of the World’s Languages in Danger of Disappearing,  edited by Christopher Moseley. 108-130. UNESCO.",,,,,,
Kiowa-Apache,Athabaskan-Eyak-Tlingit; Athabaskan; Apachean,Kiowa Apache,"Oklahoma Apache; Plains Apache; Kiowa-Apache; Na'isha; Llanero; Na-isha; Apache, Kiowa;",,,,,,,,University of Oklahoma-- -- University of Oklahoma,,"Morgan, Juliet Liane. 2012. Classificatory verbs in Plains Apache. University of Oklahoma MA thesis.",,The last fluent first language speaker died in February of 2008 (Jordan 2008).,,,,
Kiowa-Apache,Athabaskan-Eyak-Tlingit; Athabaskan; Apachean,Kiowa Apache,"Oklahoma Apache; Plains Apache; Kiowa-Apache; Na'isha; Llanero; Na-isha; Apache, Kiowa;",,,"Oklahoma
Oklahoma: Caddo county.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com,,,,SIL International,"Lewis, M. Paul, Gary F. Simons, and Charles D. Fennig (eds.). 2016. Ethnologue: Languages of the World, Nineteenth edition (2016). Dallas, Texas: SIL International. Online version: http://www.ethnologue.com.",,3 (Golla 2007). Ethnic population: 1000 (1977 SIL).,,,,
Lakota,Siouan; Mississippi Valley Siouan; Dakota,Lakota,Lakhota; Lak?ótiyapi; Teton,,"Lakota (Teton) is one of 3 major dialects of Sioux, a cover term for the varieties of the Dakotan dialect complex other than Assiniboine and Stoney.","Canada
USA: North Dakota, South Dakota, North Nebraska, south Minnesota, northeast Montana.

South Dakota, Cheyenne River, Lower Brule, Pine Ridge, Rosebud, Sisseton, and Southern Standing Rock reservations; northeast corner, Montana; substantial off-reservation communities particularly in Rapid City, Minneapolis, and other urban centers in the upper Midwest.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com/,,,,SIL International,"Lewis, M. Paul (ed.). 2009. Ethnologue: Languages of the World, 16 edn. http://www.ethnologue.com/home.asp.  (15 February, 2011.)",,"6,200 in United States (R. Pustet 1997). Ethnic population: 20,000 (1987 SIL and R. Pustet 1997). 103,255 ethnic Sioux in USA (1990 Census Bureau).",,,,
Lakota,Siouan; Mississippi Valley Siouan; Dakota,Lakota,Lakhota; Lak?ótiyapi; Teton,,"Lakota (Teton) is one of 3 major dialects of Sioux, a cover term for the varieties of the Dakotan dialect complex other than Assiniboine and Stoney.",,,http://www.oralliterature.org,,,,,"""World Oral Literature Project.""  Online: http://www.oralliterature.org.",,,,,,
Lakota,Siouan; Mississippi Valley Siouan; Dakota,Lakota,Lakhota; Lak?ótiyapi; Teton,,"Lakota (Teton) is one of 3 major dialects of Sioux, a cover term for the varieties of the Dakotan dialect complex other than Assiniboine and Stoney.",North Dakota; South Dakota; Montana; Minnesota; Nebraska,,http://www.hrelp.org/grants/projects/index.php?projid=78,,,,,"Saltanaviciute, Jurgita. 2005. """"Preservation of Lakota Language: Translation of Songs and Speeches"" HRELP Abstract.""  Online: http://www.hrelp.org/grants/projects/index.php?projid=78.",,,,,,
Lakota,Siouan; Mississippi Valley Siouan; Dakota,Lakota,Lakhota; Lak?ótiyapi; Teton,,"Lakota (Teton) is one of 3 major dialects of Sioux, a cover term for the varieties of the Dakotan dialect complex other than Assiniboine and Stoney.","South Dakota; Canada; Saskatchewan
Teton (Lakota) is the dialect of the Cheyenne River, Lower Brule, Pine Ridge, Rosebud, and Sisseton Reservations of South Dakota, as well as of the southern part of the Standing Rock Reservation in South Dakota and of the Wood Mountain Reserve in Saskatchewan.",Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,"Sioux is the cover term for the varieties of the Dakotan dialect complex other than Assiniboine and Stoney, with 3 dialect groups: Santee-Sisseton (Dakota), Yankton-Yanktonai, and Teton (Lakota). Teton (Lakota) is the dialect of the Cheyenne River, Lower Brule, Pine Ridge, Rosebud, and Sisseton Reservations of South Dakota, as well as of the southern part of the Standing Rock Reservation in South Dakota and of the Wood Mountain Reserve in Saskatchewan. There are also substantial off-reservation communities of Sioux speakers, particularly in Rapid City, Minneapolis, and other urban centers in the upper Midwest. Together, there are nearly 25,000 first-language speakers of all Sioux dialects in a total population of 103,000. Of these an estimated 4,755 reside in Canada.",,,,
Lakota,Siouan; Mississippi Valley Siouan; Dakota,Lakota,Lakhota; Lak?ótiyapi; Teton,,"Lakota (Teton) is one of 3 major dialects of Sioux, a cover term for the varieties of the Dakotan dialect complex other than Assiniboine and Stoney.",Canada,,,,,,Oxford University Press,"2005. ""The World Atlas of Language Structures.""  edited by Bernard Comrie et al. Oxford University Press.",,,,,,
Lakota,Siouan; Mississippi Valley Siouan; Dakota,Lakota,Lakhota; Lak?ótiyapi; Teton,,"Lakota (Teton) is one of 3 major dialects of Sioux, a cover term for the varieties of the Dakotan dialect complex other than Assiniboine and Stoney.","Canada
US: Nebraska: northwest corner; North Dakota: Bismark, Standing Rock reservation; South Dakota: Cheyenne River, Lower Brule reservation, Pine Ridge, Rapid City, Rosebud; Urban centers including Denver, Minneapolis, Chicago, Los Angeles, Seattle.

Canada: Saskatchewan province: Wood Mountain Reserve.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com,,,,SIL International,"Lewis, M. Paul, Gary F. Simons, and Charles D. Fennig (eds.). 2016. Ethnologue: Languages of the World, Nineteenth edition (2016). Dallas, Texas: SIL International. Online version: http://www.ethnologue.com.",,"2,000 in United States (1997 W. Meya), increasing. 2,300 L1 speakers of all Sioux dialects in a total population of 175,000. L2 users: 100 in United States (2016 W. Meya). Ethnic population: 170,000 (2016 W. Meya).

Canada: 100 (2016 Lakota Language Consortium). Ethnic population: 5,000 (2016 Lakota Language Consortium). Includes all ethnic Sioux.-- -- Older adults and elderly (L1); Adolescents and young adults (L2). ",,,,
Lakota,Siouan; Mississippi Valley Siouan; Dakota,Lakota,Lakhota; Lak?ótiyapi; Teton,,"Lakota (Teton) is one of 3 major dialects of Sioux, a cover term for the varieties of the Dakotan dialect complex other than Assiniboine and Stoney.",,,http://lakhota.org/,,,Lakota Language Consortium,,Lakota Language Consortium.  http://lakhota.org/.,,"Lakota is dangerously close to extinction. Recent linguistic surveys and anecdotal evidence reveal that there are only 2,000 first-language Lakota speakers remaining, on and around the reservations of North Dakota and South Dakota. This number represents less than 2% of the total Lakota population.-- -- Today, the average Lakota speaker is 65 years old.
Less than 2% of the total Lakota population speak the language.",,,,
Menominee,Algic; Algonquian,Menominee,Menomini;,,,"Wisconsin
Northeast Wisconsin, former Menomini Reservation.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com/,,,,SIL International,"Lewis, M. Paul (ed.). 2009. Ethnologue: Languages of the World, 16 edn. http://www.ethnologue.com/home.asp.  (15 February, 2011.)",,"Data for the ethnic population is from the 2000 census.

35 (Golla 2007), 65 semispeakers (Golla 2007), ethnic population 800 (2000 census), L2 users: 25 (2016).-- -- The number of speakers is decreasing.",,,,
Menominee,Algic; Algonquian,Menominee,Menomini;,,,Wisconsin,,http://www.unesco.org/culture/en/endangeredlanguages/atlas,,,,UNESCO Publishing,"Moseley, Christopher (ed.). 2010. Atlas of the World’s Languages in Danger, 3rd edn. http://www.unesco.org/culture/en/endangeredlanguages/atlas.  (03 June, 2011.)",,,,,,
Menominee,Algic; Algonquian,Menominee,Menomini;,,,,,http://www.oralliterature.org,,,,,"""World Oral Literature Project.""  Online: http://www.oralliterature.org.",,,,,,
Menominee,Algic; Algonquian,Menominee,Menomini;,,,Wisconsin,Encyclopedia of the World's Endangered Languages,,,,,London & New York: Routledge,"Golla, Victor. 2007. ""North America."" In Encyclopedia of the World's Endangered Languages,  edited by C. Moseley. 1-96. London & New York: Routledge.",,,,,,
Menominee,Algic; Algonquian,Menominee,Menomini;,,"The language is used for restricted communication among elders, for religious/ceremonial functions, and in educational settings.","Wisconsin
Spoken on the Menominee Reservation in northern Wisconsin in the towns of Keshena, Neopit, South Branch, and Zoar.-- -- Spoken on the Menominee Reservation in northern Wisconsin in the towns of Keshena, Neopit, South Branch, and Zoar.",Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,"It is spoken as a first language by about 35 people,  under 50 years old, and by an additional 25 ( under 50) who have acquired second-language fluency.",,,,
Menominee,Algic; Algonquian,Menominee,Menomini;,,,Wisconsin,Atlas of the World’s Languages in Danger of Disappearing,,,,,UNESCO,"Christopher Rogers, Naomi Palosaari and Lyle Campbell. 2010. ""Endangered Languages of the United States."" In Atlas of the World’s Languages in Danger of Disappearing,  edited by Christopher Moseley. 108-130. UNESCO.",,,,,,
Menominee,Algic; Algonquian,Menominee,Menomini;,,,,,,,,,Oxford University Press,"2005. ""The World Atlas of Language Structures.""  edited by Bernard Comrie et al. Oxford University Press.",,,,,,
Menominee,Algic; Algonquian,Menominee,Menomini;,,,Wisconsin,,,,,,,"Monica Macaulay. 2012. ""Personal Communication Regarding Menominee."" ","Writing system developed by Wisconsin Native American Languages Project (WNALP), 1973-1976.  For a description, see Language Geek page: http://goo.gl/ahdEQ",,,,,
Miami Tribe Of Oklahoma,Algonquian,Myaamia,,,,,,https://aacimotaatiiyankwi.org/language/miami-language-online-resources/,https://github.com/necrose99/Myaamia,,,,,,The Myaamia language experienced a period of dormancy but has been revitalized through educational programs and community efforts.,,,,
Modoc Tribe Of Oklahoma,Penutian,Modoc,,,,,,https://miamioh.edu/centers-institutes/myaamia-center/research/publications/miami-peoria-dictionary.html,https://klamathtribes.org/wp-content/uploads/2022/03/Dictionary_of_the_Klamath_language-1.pdf,https://www.native-languages.org/klamath_words.htm,,,,,"The Modoc language is critically endangered, with ongoing efforts to document and revitalize it",,,,
Muscogee Nation,Muskogean,Muskogee,,,,,,http://www.hello-oklahoma.com/muscogee.htm,https://www.webonary.org/muscogee/,https://library.si.edu/digital-library/book/englishmuskokeed00loug,,,,,The Muscogee language is endangered but still spoken by some community members.,,,,
Muskogee,Muskogean,Muskogee,Creek; Northern Muskogean; Creek-Seminole; Maskoki Proper; Maskoke; Seminole;,Seminole; Creek,,"Oklahoma; Florida
East central Oklahoma, Creek and Seminole, south Alabama Creek; Florida, Seminole of Brighton Reservation.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com/,,,,SIL International,"Lewis, M. Paul (ed.). 2009. Ethnologue: Languages of the World, 16 edn. http://www.ethnologue.com/home.asp.  (15 February, 2011.)",,"4300 (1997 C. Pye). 43 monolinguals. Ethnic population:  7215 (2000 US census).

(4000 [2016.])",,,,
